Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,195,60,R15
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,205,60,R15
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,195,65,R15
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,205,65,R15
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,215,55,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,205,55,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,225,60,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,225,55,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,205,60,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,215,60,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,215,60,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,225,60,R16
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,215,50,R17
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,215,55,R17
Mastercraft Strategy,Mastercraft Strategy,/images/product2_pic1.jpg,"产品定位：高档舒适静音型轿车轮胎
轮辋：15”，16”，17”
速度：H ， V
SKU：12个
适合路况：高速公路，国道，省道，城市街道
制造地: CKT（中国昆山工厂）
上市时间: 2012年8月",/mc-strategy.html,225,50,R17
